Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.01    120.49     0.02     2225     0.00     0.00  Grad* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*>(__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, __gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*)
  0.01    120.50     0.01  1628827     0.00     0.00  std::vector<Value, std::allocator<Value> >::capacity() const
  0.01    120.51     0.01  1628827     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > > >(__gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value*, std::vector<Value, std::allocator<Value> > >)
  0.01    120.52     0.01   160140     0.00     0.00  std::move_iterator<Value*>::move_iterator(Value*)
  0.01    120.53     0.01   160002     0.00     0.00  std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>)
  0.01    120.54     0.01   141302     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<Value, std::allocator<Value> > const*, std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > > >::__normal_iterator(std::vector<Value, std::allocator<Value> > const* const&)
  0.01    120.55     0.01    86856     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<Value, std::allocator<Value> >*>(std::vector<Value, std::allocator<Value> >*, std::vector<Value, std::allocator<Value> >*)
  0.01    120.56     0.01    80070     0.00     0.00  void std::vector<Value, std::allocator<Value> >::_M_emplace_back_aux<Value const&>(Value const&)
  0.01    120.57     0.01    80001     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const
  0.01    120.58     0.01    80001     0.00     0.00  double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&)
  0.01    120.59     0.01     2225     0.00     0.00  Grad* std::copy<__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*>(__gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, __gnu_cxx::__normal_iterator<Grad const*, std::vector<Grad, std::allocator<Grad> > >, Grad*)
